,Gene,Fold Change,Neg Log P-Value,p-values,Distance
269,BZW1,-0.4280317467398156,0.8342955727201601,0.1464550755780721,0.9376887963912108
270,BZW1;BZW2,-0.28637442416781056,0.19995547245270534,0.6310220388856831,0.34927425009758406
271,BZW2,-0.04672270549501434,0.5534038759823938,0.2796379592216189,0.555372722737722
272,C11orf68,-0.33347073353890977,0.7099225898783268,0.19501921776496028,0.7843422809886826
273,C12orf40,-0.018483587385254907,0.08377804499187283,0.8245594151687653,0.08579279588222208
274,C1QBP,0.7179658029551881,0.9140538469651199,0.12188384691635497,1.1623120619544576
275,C1QTNF3,0.8724575970078874,0.7838700543025933,0.1644863810980316,1.1728744692460176
276,C1R,0.6389523901043397,1.0076799546389044,0.09824716908221437,1.1931802243588823
277,C2,0.9282109506403398,0.46677505292844723,0.34136968160112724,1.0389680066898104
278,C2CD4D,0.7966425183350871,0.6477943543769541,0.22501198225836222,1.0267798340354783
279,C3,0.830246394707352,0.6784746238670384,0.2096647285292909,1.0722112157388
280,C3P1,0.310868128247094,0.1715185183602176,0.6737231672347528,0.35504590590561097
281,C4A,0.7436562313321531,0.589692600227521,0.25722157892702874,0.9490847976668026
282,C4BPA,0.6857423483636538,0.5260950133204514,0.29778648720336304,0.8643023379465918
283,C5,0.878127453974372,0.6758326662138857,0.21094407614926336,1.1080873693645652
284,C6,0.307916531906816,0.14360340970912353,0.7184500681145071,0.33975657447885776
285,C7,0.024152257581434355,0.01365353351294651,0.9690506261051275,0.027744378235403055
286,C8A,-0.42166074293160705,0.4622160619310122,0.3449720726924764,0.6256528350744109
287,C8B,0.731321557278811,0.6247988739644447,0.2372472166425311,0.9618756952163534
288,C9,0.4924406030193751,0.442714452866264,0.36081580020037457,0.6621886696997776
289,CA11,0.23356153263404167,1.431735751572337,0.03700532718691258,1.4506613153513013
290,CA14,-0.24681944289047664,1.2939879118991746,0.05081735868067371,1.317317180306228
291,CA3,-0.27906303529133325,0.21570204744852975,0.6085523621999094,0.3527088756176965
292,CAB39,-0.06340659668777704,0.15932904276089085,0.6929006316524756,0.1714821867443619
293,CACNA2D1,0.6370579473945313,0.5908238017506023,0.2565524688174544,0.8688587877518236
294,CACYBP,0.16882492892316847,1.5173487053015131,0.030384444071819998,1.5267118097748804
295,CAD,-0.4100725726865271,0.5003468955577458,0.3159752778722761,0.6469208071812351
296,CALD1,0.12412575859533348,0.18989613548395778,0.6458086601556141,0.22686503965708038
297,CALM1;CALM2;CALM3;CALML3,0.3965971371979933,0.6274196167833005,0.23581986326602536,0.7422564683168127
298,CALM1;CALM2;CALM3;CALML3,0.35343771052752615,0.9573115590211781,0.11032868477018366,1.0204722613861184
299,CALR,0.3179993466553128,1.0399345214423772,0.09121483535514346,1.0874683413142618
300,CALU,-0.11727333568460452,0.1436318774850965,0.7184029756320496,0.18542694381477495
301,CAND1,0.10133712923467542,0.3200677576297015,0.4785554233776028,0.3357269474373939
302,CANT1,0.223078576383255,0.4231158655675366,0.37747147175257645,0.4783211127852768
303,CANX,0.5178675294535893,0.8398337215898273,0.1445993292500219,0.9866648154169599
304,CAP1,-0.06206149045382503,0.3392013873263673,0.4579294903224946,0.3448321472274336
305,CAPG,-0.11414730475064161,0.6598554605113012,0.21884898638570163,0.6696557592886192
306,CAPN1,0.354278751857251,0.29830209247126926,0.5031504987575056,0.4631388262608408
307,CAPN2,-0.09727288186224925,0.24209514564443363,0.5726705560365668,0.26090625345205243
