Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_DMSO_20240304160237.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_Torin1.mzML
Q8WW12	Q8WW12	PCNP_HUMAN	PCNP	PEST proteolytic signal-containing nuclear protein	105157	520200	642484	593608	169448	529271			619833		216367	348596		708488	498687	769600	224726	440063
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin	485184	566182	759584	551950	113670			1.04875e+06	586084	661407	58810.4	101654		1.24222e+06	354612	385686	113209	
Q8WZA0	Q8WZA0	LZIC_HUMAN	LZIC	Protein LZIC		218154	476922		231919	637259		423508	284538	906933	360804	350425		443534	288497	223016	295615	358563
Q92499	Q92499	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1	885023	770697	773725	857843	1.13376e+06	632088	5.11959e+06	918908	956676	820101	947084	908091	510714	376446	1.0316e+06	690086	912577	950133
Q92520	Q92520	FAM3C_HUMAN	FAM3C	Protein FAM3C	148036	193307	378678	711516	1.18112e+06	1.28425e+06		336723	261022	342824	1.32081e+06	1.10372e+06			320997	1.1453e+06	1.39752e+06	865303
Q92597	Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1	182099		795550		264623						270960	199680			338911	338691	323244	185043
Q92598	Q92598	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa	2.1619e+06	2.00324e+06	2.28073e+06	2.29025e+06	2.22901e+06	2.28122e+06	2.36196e+06	1.82189e+06	2.60438e+06	2.06343e+06	2.15371e+06	2.18302e+06	2.59041e+06	1.58385e+06	2.2448e+06	2.15746e+06	2.25526e+06	2.35819e+06
Q92616	Q92616	GCN1_HUMAN	GCN1	eIF-2-alpha kinase activator GCN1	57690.1	30755.4		25882.7	58520.4					46099.4	35559.6	45225.5			51067	39548.4	43342.6	26002.9
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog	335832	336193	1.88309e+06	1.56208e+06	4.4584e+06	3.46978e+06		687367	1.82363e+06	1.29925e+06	3.60826e+06	4.26598e+06	1.47816e+07	1.46454e+06	2.46596e+06	2.20789e+06	3.41974e+06	3.86094e+06
Q92688	Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.17982e+06	1.84345e+06	2.23864e+06	1.89127e+06	1.75735e+06	3.54882e+06		2.20375e+06	2.3035e+06	1.61037e+06	2.67255e+06	3.03303e+06		874089	1.94306e+06	2.62945e+06	2.71942e+06	3.16969e+06
Q92734	Q92734	TFG_HUMAN	TFG	Protein TFG	196846	320870	615733	227245	275790	444120		262823	268187	572645	229809	263087			338343	344853	252818	304415
Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	690030	384758	1.21695e+06	662924	801890	1.03824e+06		571637	809388	1.61206e+06	974374	1.03113e+06		1.08782e+06	1.33335e+06	1.04916e+06	908481	927153
Q92747	Q92747	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A	130977	325511	337056	201115	363288	280748		138040	362341		320733	274148			265103	447555	266855	226218
Q92764	Q92764	KRT35_HUMAN	KRT35	Keratin, type I cuticular Ha5		112255	542000		925716	863566			547698	598229	852457	1.18566e+06		472784	1.17081e+06	270375	1.06751e+06	892997
Q92804	Q92804	RBP56_HUMAN	TAF15	TATA-binding protein-associated factor 2N	463170	462547	849081	267492	331220	475386	447630	144530	542983	221232	141618	316994		332588	234465	743525	144053	479800
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	2.42122e+06	2.44636e+06	1.02653e+07	8.95337e+06	1.65762e+07	1.56087e+07	3.09068e+06	4.80409e+06	7.93225e+06	5.52007e+06	1.76737e+07	1.41075e+07	3.11913e+06	9.49773e+06	1.10746e+07	9.73199e+06	1.72159e+07	1.32295e+07
Q92831	Q92831	KAT2B_HUMAN	KAT2B	Histone acetyltransferase KAT2B	1.96483e+07	2.19542e+07	3.5242e+07	2.64811e+07	9.35347e+06	2.79568e+07	2.16157e+07	3.73045e+07	1.18322e+07	2.27774e+07	8.1322e+06	1.16974e+07		3.81613e+07	9.18403e+06	2.33733e+07	1.04205e+07	1.71642e+07
Q92839	Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	2.24684e+06	2.03977e+06	1.8352e+06	1.86826e+06	1.51001e+06	1.62976e+06	1.00354e+06	2.14216e+06	2.7039e+06	2.62713e+06	1.53767e+06	1.70755e+06	736029	1.6975e+06	2.06975e+06	2.09328e+06	1.61036e+06	1.70686e+06
Q92859	Q92859	NEO1_HUMAN	NEO1	Neogenin	458357	398123	925972	698923	559340	664674		929564	675255	572238	524271	694918		1.34575e+06	764564	596943	541999	589892
Q92882	Q92882	OSTF1_HUMAN	OSTF1	Osteoclast-stimulating factor 1	118827	209750	254536	180604	225497	315314		189081	207811	226087	231794	209477			240630	279583	265439	242952
Q92896	Q92896	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1	246906		489174	449456	379776	717164		126906	386004	402685	323306	288617		821372	415754	409908	282460	355032
Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1			77402		34016.8				52684.4		44299.2	44132.8			53145.3	70200	28108.6	
Q92905	Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	140245	139702	133144		234502	290336		154130	234995		397424	284407			292147	203498	336082	310424
Q92945	Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2		146346	173971	116003	118853	151297			105047	117459	325899	318011			189347	89915.2	295729	239396
Q92954	Q92954	PRG4_HUMAN	PRG4	Proteoglycan 4	1.07513e+06	865118	1.04317e+06	728834	275504	692801	2.07656e+06	1.04773e+06	674239	1.43403e+06	175643	232303		1.63834e+06	509874	591273	134520	279534
Q92973	Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	697737	368449	428495	579703	715699	575726		576028	977204	815013	913500	761922		341085	985699	539881	938341	931085
Q93008	Q93008	USP9X_HUMAN	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	70034.8	169038		119626	85677.9	68323.6		145966	108531	117004	103584	111813			180473	95868	104954	102419
Q93009	Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	92280.3	79549.4	55463.7	125204	61399	74414.4		48940.6	97208.3	54204.8	76347.9	103585			54531.9	76763.2	91146.1	87119.3
Q93034	Q93034	CUL5_HUMAN	CUL5	Cullin-5	26437.8				29721.3					34646.2	17085.2	30189.1			44187.8		32155.6	28357.4
Q93063	Q93063	EXT2_HUMAN	EXT2	Exostosin-2	964358	230213	1.27588e+06	1.27075e+06	1.40191e+06	1.70794e+06	309294	740125	871457	858184	1.06027e+06	1.33945e+06	274603	917326	1.29349e+06	1.54448e+06	1.14379e+06	1.31513e+06
Q93088	Q93088	BHMT1_HUMAN	BHMT	Betaine--homocysteine S-methyltransferase 1	817356	847009	1.28833e+06	1.01079e+06	475544	767548	812014	1.15647e+06	728670	1.13088e+06	305409	415677	653728	1.18592e+06	517533	654699	309278	529646
Q969T9	Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	463765	465471	676527	1.00082e+06	632913	954762		1.10018e+06	679101	824150	719372	681149		712399	455685	519390	624565	613724
Q96AE4	Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	461178	344103	328525	604663	671379	697317		311992	501447	472362	941094	977446		112976	580869	462385	900994	799287
Q96AG4	Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	488963	386642	2.07302e+06	1.44096e+06	559741	931794	566512		1.31447e+06	2.31194e+06	672640	707551			1.02165e+06	1.41746e+06	664437	675578
Q96C19	Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	2.27083e+06	1.61401e+06	2.30923e+06	2.21315e+06	1.87099e+06	2.50719e+06	1.13729e+06	1.22183e+06	2.8997e+06	2.11953e+06	2.59582e+06	3.05562e+06	2.44206e+06	1.60162e+06	2.32521e+06	2.891e+06	2.5839e+06	2.51933e+06
Q96C86	Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	72706	46632.7	76724.2	47273.9	68155.6	88219.8		79986	111348	60340.2	59362.9	141114			93711.9	83738.9	89541.1	100456
Q96C90	Q96C90	PP14B_HUMAN	PPP1R14B	Protein phosphatase 1 regulatory subunit 14B	41096.9	86634.4	130288	85826.1	82787.8	216659		67721.2	126352	76774.4	124773	166911			85017.7	156848	89968.9	216861
Q96CG8	Q96CG8	CTHR1_HUMAN	CTHRC1	Collagen triple helix repeat-containing protein 1			379729	1.01661e+06	1.43323e+06	1.89462e+06			621601	1.02921e+06	1.1214e+06	1.6532e+06		840170	825891	831051	1.1473e+06	1.70145e+06
Q96CW1	Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	138528	333765	100643	152862	325594				346825	69640.7	411503	331890			302097	148407	315206	401338
Q96D46	Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	119294	154768	57751		82216.6	33036.8		95226.3	182315		81680.3	77691.3		36062.8	185599	167579	57309.4	74252.3
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase		210104		130951	190054				149478		272940	217084				183810	341418	94618.3
Q96EP5	Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	155833	192727	191034	178055	129268				135929		115505	103394			127159	250934	132148	126843
Q96FQ6	Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	1.03989e+06	1.18772e+06	1.95241e+06	1.56129e+06	3.59083e+06	2.6597e+06	267173	617233	1.42152e+06	626552	5.18039e+06	3.8077e+06	92209.1	288881	1.84167e+06	2.40224e+06	4.88247e+06	2.94211e+06
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	448686	455830	406881		789835	351736			562847		944532				564477	418087	856562	426130
Q96G03	Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	1.35412e+06	1.36239e+06	1.22602e+06	1.275e+06	1.65709e+06	1.51929e+06	735990	1.19026e+06	1.44102e+06	1.28265e+06	1.62931e+06	1.65618e+06	1.45338e+06	973117	1.35156e+06	1.35938e+06	1.5489e+06	1.61875e+06
Q96GX9	Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	187777	240928	277784	215164	244149				166983	234182	254860	210322			236747	266657	248694	209274
Q96H15	Q96H15	TIMD4_HUMAN	TIMD4	T-cell immunoglobulin and mucin domain-containing protein 4		80523.5		84413.3	49145.8	49965.7		155627	95404.1	172650				219844	63172	62716.2	19440	
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	63703.5	229153	379559	124236	361298	473549			124808	198574	481032	461602		1.47543e+06	266102	239167	479798	411917
Q96HU1	Q96HU1	SGSM3_HUMAN	SGSM3	Small G protein signaling modulator 3	49048.3		482625	166969		453634		366277	123960	90816.4	80806.5	181022			32056.8	129403	203758	175852
Q96IY4	Q96IY4	CBPB2_HUMAN	CPB2	Carboxypeptidase B2	1.4241e+06	1.27103e+06	1.54385e+06	965893	401415	752305	994204	1.41972e+06	747402	1.09122e+06	203187	269696		2.75536e+06	578249	723268	210821	440668
Q96JB1	Q96JB1	DYH8_HUMAN	DNAH8	Dynein heavy chain 8, axonemal	1.99003e+07	1.72661e+07	2.26078e+07	2.4617e+07	1.26303e+07	2.44225e+07	2.03268e+07	3.12493e+07	1.36903e+07	2.6595e+07	1.02797e+07	9.61358e+06	2.76505e+07	3.14543e+07	1.15746e+07	1.5282e+07	7.59629e+06	1.30931e+07
Q96JD6	Q96JD6	AKCL2_HUMAN	AKR1E2	1,5-anhydro-D-fructose reductase	321176	337056	378378	420611	360608	375162		457998	354402	446244	313426	339527		246524	263400	258949	365883	339364
Q96K17	Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	648964	569483	481726	523153	400130	536510		264021	405326	602538	491098	509807			633925	658637	555205	732482
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	205947	192672	283639	286273	378327	277276	353533	402455	308587	292380	372916	346504		546630	312971	224215	339756	354038
Q96P44	Q96P44	COLA1_HUMAN	COL21A1	Collagen alpha-1(XXI) chain	133121	258797	403141	132042	133312	232302		332069	210452	480305	73198.3	119470		609915	145789	242860	89635.4	111625
Q96P70	Q96P70	IPO9_HUMAN	IPO9	Importin-9	32723.2	108517		46948.9	59469.9				38968.1	28796.8					55706.1	24971.2	60361.2	53035.6
Q96PD2	Q96PD2	DCBD2_HUMAN	DCBLD2	Discoidin, CUB and LCCL domain-containing protein 2	133029	111175	607125	479531	425850	906578			318600	584366	295630	421414			226498	214750	358612	565486
Q96PV7	Q96PV7	F193B_HUMAN	FAM193B	Protein FAM193B	2.6667e+07	2.27222e+07	1.84635e+07	1.72674e+07	4.65301e+06	7.01603e+06	2.12355e+07	3.41302e+07	1.19819e+07	3.64832e+07	2.18238e+06	2.38888e+06	1.11617e+07	3.2625e+07	1.30411e+07	9.1356e+06	2.63894e+06	3.64581e+06
Q96Q89	Q96Q89	KI20B_HUMAN	KIF20B	Kinesin-like protein KIF20B	22860.3	287099		144199	267162	205976		348851	83772.3	98994.8	291227	111827		584146	94362.1	102347	70577.4	86034.7
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	1.28569e+06	1.45607e+06	1.13038e+06	1.58967e+06	1.4636e+06	1.40677e+06	1.45451e+06	1.15718e+06	1.68515e+06	1.16579e+06	1.67551e+06	1.80721e+06	1.11287e+06	1.06106e+06	1.87554e+06	1.68581e+06	1.59119e+06	1.77364e+06
Q96RS6	Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	713757	1.1226e+06	1.06159e+06	651967	865620	733984		1.37293e+06	1.32745e+06	880593	899639	773285		513744	1.2574e+06	1.25251e+06	854200	718512
Q96S97	Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker		353728	822672		760107	1.02535e+06			572920		954212	1.06283e+06			508366	480206	981497	1.09356e+06
Q96TA1	Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	489236	500512	343568	626380	569114	467219	201548	464147	481304	517702	485764	494952	375334	205053	564675	395640	463595	606574
Q99426	Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B	174055	271872	494580	94520.9	239870	118366	252634	146530	318318	177898	290220	252570		185257	289920	297668	333872	205955
Q99435	Q99435	NELL2_HUMAN	NELL2	Protein kinase C-binding protein NELL2	341091	187795	217216		99778.7	204420		271835	185014	362857	66600.4	111261		357806	681159	187793	75073.2	142638
Q99436	Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	763009	927725	743162	1.05947e+06	852671	865642	586379	988880	1.01333e+06	983997	997410	935106	332468	727266	909156	846037	837242	1.00392e+06
Q99460	Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	249250	472849	463995	400362	396176	379724		654175	571065	492688	483178	332613		260687	587088	666268	369591	390697
Q99497	Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	1.06229e+06	1.13521e+06	1.04661e+06	1.32907e+06	1.18478e+06	1.29916e+06	1.68888e+06	1.09751e+06	814502	1.06275e+06	1.52726e+06	1.49647e+06	1.76913e+06	1.22872e+06	867462	1.25077e+06	1.62924e+06	1.09977e+06
Q99536	Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	1.48652e+06	1.82721e+06	1.94095e+06	1.94427e+06	2.6694e+06	1.98914e+06	1.4964e+06	937235	2.34936e+06	1.61044e+06	2.7227e+06	2.62356e+06	1.83819e+06	1.69867e+06	1.77892e+06	1.98721e+06	2.62097e+06	2.78975e+06
Q99538	Q99538	LGMN_HUMAN	LGMN	Legumain			174473	93034.2	311954	183982			136683		433238	186184			173179	192799	420338	145020
Q99574	Q99574	NEUS_HUMAN	SERPINI1	Neuroserpin			504241	187849	335661	211001			244335	220759	256914	191545			260743	267211	233640	237189
Q99584	Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	3.10911e+06	2.51865e+06	3.36866e+06	3.1569e+06	4.69753e+06	4.08373e+06	3.5821e+06	1.84899e+06	3.00403e+06	2.23583e+06	6.42174e+06	6.2519e+06	1.00976e+07	1.91011e+06	2.46729e+06	4.07281e+06	6.48839e+06	4.57224e+06
Q99598	Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	166797	116194	61463.5	215659	84298.1	109111		174956	104396	367897	74127.8	75728.1		124676	155937	90438.8	146342	144638
Q99614	Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1					159510				75161.6		179922	80070.7			113249		186049	59805.3
Q99715	Q99715	COCA1_HUMAN	COL12A1	Collagen alpha-1(XII) chain	1.64688e+06	1.10264e+06	4.92232e+06	3.31197e+06	6.23791e+06	5.04224e+06	2.84424e+06	2.09673e+06	3.24611e+06	2.96336e+06	6.01175e+06	5.82104e+06	2.25356e+06	4.73022e+06	4.78806e+06	4.68874e+06	5.99138e+06	5.39182e+06
Q99729	Q99729	ROAA_HUMAN	HNRNPAB	Heterogeneous nuclear ribonucleoprotein A/B	1.11406e+06	940994	1.1792e+06	972182	665540	1.03053e+06		701970	1.26301e+06	715815	644560	778353	308514	742400	1.09655e+06	1.29306e+06	692539	829518
Q99733	Q99733	NP1L4_HUMAN	NAP1L4	Nucleosome assembly protein 1-like 4	358042	554485	391858	253700	407777	438484	118542	309623	573615	348727	670982	631448		215187	613291	605132	615112	638478
Q99816	Q99816	TS101_HUMAN	TSG101	Tumor susceptibility gene 101 protein	244932	277449	353849	405007	784035	384956		198813	257168	527864	901955	698351		220816	500368	468102	894647	635371
Q99832	Q99832	TCPH_HUMAN	CCT7	T-complex protein 1 subunit eta	3.80395e+06	3.34376e+06	3.27537e+06	3.67846e+06	3.05252e+06	2.81143e+06	2.66207e+06	3.29843e+06	4.12798e+06	4.26916e+06	2.79679e+06	3.13945e+06	1.34795e+06	2.8045e+06	3.78606e+06	3.6369e+06	2.79329e+06	3.00442e+06
Q99873	Q99873	ANM1_HUMAN	PRMT1	Protein arginine N-methyltransferase 1	408859	517554	448187	586470	427759	381289		508126	514691	371274	524067	465139	795025	548261	504257	583347	536761	328136
Q99983	Q99983	OMD_HUMAN	OMD	Osteomodulin	713964	588130	1.03657e+06	569342	181604	620843	732585	980485	518721	1.08839e+06	111735	133863	192759	1.19849e+06	420670	405599	143154	379634
Q99985	Q99985	SEM3C_HUMAN	SEMA3C	Semaphorin-3C		280693	918896	1.14801e+06	1.67215e+06	2.09979e+06		763165	882682	664142	1.19059e+06	2.13312e+06		923655	953415	1.25056e+06	1.39836e+06	2.51741e+06
Q9BPX5	Q9BPX5	ARP5L_HUMAN	ARPC5L	Actin-related protein 2/3 complex subunit 5-like protein	1.55016e+06	2.00976e+06	1.83896e+06	1.60989e+06	1.36858e+06	1.76267e+06		1.42513e+06	1.27105e+06	1.85317e+06	1.98964e+06	2.18471e+06		2.02621e+06	1.5593e+06	1.95088e+06	1.87503e+06	2.46708e+06
Q9BQ61	Q9BQ61	TRIR_HUMAN	TRIR	Telomerase RNA component interacting RNase	184649	244468	209620	292172	268713	277150	104107	207619	273920	365058	247614	231171		179034	376615	413816	227530	231696
Q9BQA1	Q9BQA1	MEP50_HUMAN	WDR77	Methylosome protein 50	358372	147663	180624	199929	325248	137168		327984	324706	190500	444184	289681			300878	406623	353474	191480
Q9BQE3	Q9NY65;Q71U36;P0DPH8;P0DPH7;Q6PEY2;Q9BQE3	TBA1C_HUMAN	TUBA1C	Tubulin alpha-1C chain	3.97477e+07	3.38511e+07	3.36741e+07	3.63078e+07	2.63927e+07	2.0391e+07	2.75828e+07	3.76956e+07	3.30206e+07	3.74884e+07	3.00892e+07	2.38212e+07	1.02694e+08	4.59139e+07	4.08005e+07	4.1601e+07	2.6672e+07	2.44816e+07
Q9BR76	Q9BR76	COR1B_HUMAN	CORO1B	Coronin-1B	405955	405011	372701	521165	548140	420630		379304	584059	371238	506613	440861		228875	492906	435231	454377	410422
Q9BRA2	Q9BRA2	TXD17_HUMAN	TXNDC17	Thioredoxin domain-containing protein 17	444410	769017	1.07225e+06	648406	1.31213e+06	654507			864429	376052	1.47071e+06	894251			1.07175e+06	1.21912e+06	1.15596e+06	831024
Q9BRK5	Q9BRK5	CAB45_HUMAN	SDF4	45 kDa calcium-binding protein			604000		386883	369604			438184	204410	370490	231241		54717.5	479371	466026	278372	465793
Q9BRP8	Q9BRP8	PYM1_HUMAN	PYM1	Partner of Y14 and mago	175912	143118	60420.8	140550	131662	32044.6		111980	197752	95271.3	153414	148409			182855	141498	142542	116308
Q9BS26	Q9BS26	ERP44_HUMAN	ERP44	Endoplasmic reticulum resident protein 44			427586	141682	542853	1.07647e+06			230172	152732	733125	841218			317901	343074	725612	955673
Q9BTT0	Q9BTT0	AN32E_HUMAN	ANP32E	Acidic leucine-rich nuclear phosphoprotein 32 family member E	179539	257284	90599.9	104458	142306	248761		241120	131384		254689	233188			216007	222042	279374	168936
Q9BTY2	Q9BTY2	FUCO2_HUMAN	FUCA2	Plasma alpha-L-fucosidase		72420.4	1.18115e+06	1.36037e+06	2.12987e+06	1.69376e+06		369584	1.03756e+06	882149	2.48619e+06	1.67723e+06		650676	1.29283e+06	1.42392e+06	2.55436e+06	1.49644e+06
Q9BU40	Q9BU40	CRDL1_HUMAN	CHRDL1	Chordin-like protein 1		147542	738652	589624	960923	1.03386e+06		413465	960054	330576	691534	1.30128e+06		902832	884371	986813	814494	1.13026e+06
Q9BUF5	Q9BUF5;Q13509	TBB6_HUMAN	TUBB6	Tubulin beta-6 chain	4.2465e+06	4.33672e+06	3.2358e+06	3.07159e+06	2.99322e+06	2.49468e+06	8.2285e+06	4.27077e+06	3.74159e+06	3.55993e+06	3.35927e+06	3.14575e+06	7.03532e+06	4.98397e+06	3.70745e+06	3.53663e+06	3.25959e+06	2.48124e+06
Q9BUL8	Q9BUL8	PDC10_HUMAN	PDCD10	Programmed cell death protein 10	5.81007e+06	1.64492e+06	1.32565e+06	1.4056e+06	1.73859e+06	3.49882e+06			1.7746e+06		1.71593e+06	2.25395e+06		4.90721e+06	1.56285e+06	1.82609e+06	1.70787e+06	2.14709e+06
Q9BVG4	Q9BVG4	PBDC1_HUMAN	PBDC1	Protein PBDC1	1.07435e+06	841934	731536	690399	717810	884531		662142	1.04851e+06	974187	875194	796137		808896	1.00149e+06	843439	782384	926254
Q9BWD1	Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	561526	786773	916440	838926	917588	482405		1.06784e+06	672553	550552	1.26786e+06	968149		247960	671563	906623	1.10239e+06	878220
Q9BWS9	Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1			111257	156336	638188	807524			194769	164593	433187	596840			269052	232155	524943	735809
Q9BX63	Q9BX63	FANCJ_HUMAN	BRIP1	Fanconi anemia group J protein	1.62842e+06	1.41563e+06	2.56336e+06	1.00042e+06	644726	1.00129e+06	2.59226e+06	1.12904e+06	840321	778041	393225	644852		1.70022e+06	639638	1.19948e+06	494403	890518
Q9BXJ4	Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	1.37095e+06	1.20517e+06	2.17003e+06	1.42805e+06	679580	1.39918e+06	2.09459e+06	2.33936e+06	1.30565e+06	903226	378613	497837		3.01655e+06	946393	1.08905e+06	381595	864942
Q9BXJ9	Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	383383	173090	122421	108206	126325				138032		77869.1	72881.6			143548	184653	118703	121791
Q9BXS5;Q9Y6Q5	Q9BXS5;Q9Y6Q5	AP1M1_HUMAN;AP1M2_HUMAN	AP1M1;AP1M2	AP-1 complex subunit mu-1	509778	404410	349117	1.02896e+06	538235	433854		561781	623168	759159	615619	571522			631603	311395	622421	858030
Q9BY44	Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	458472	562249	470236	1.08763e+06	658061	295255		296134	555950	864130	496864	509354		302398	629375	649653	501618	519035
Q9BY76	Q9BY76	ANGL4_HUMAN	ANGPTL4	Angiopoietin-related protein 4					93383.4				37483		27792	64090.8			53519.4	38940.1	39940.2	58500.9
Q9BYZ2	Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B	82407.2		181471	145206	99709.1	175192			47639.7	252847	314916	189070		35851.1	124102	228826	78204.1	222519
Q9BZH6	Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	1.2908e+06	1.68317e+06	444895	1.27847e+06	1.55991e+06	1.33666e+06	1.41024e+06	1.96561e+06	728828	1.18571e+06	1.64493e+06	1.62413e+06	248516	919800	1.05496e+06	1.44875e+06	2.42095e+06	1.24074e+06
Q9BZK7	Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1				57412.3	125891			43340.2	88162.3	116225	118214	165729			114097		142469	
Q9BZL1	Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	617153	625952	513386	764154	734390		469193	547155	715257	688845	805342	620015			627748	841560	809616	484224
